,tweet
46201,"Ladies and gentlemen..
"
46205,"And fuck you for it.
"
46250,"Want to relive debate #1? Simply turn on both town halls at once.  #TrumpTownHall
"
46268,"The filthy, corrupt, crooked Traitor puts it both ways to keep from having lawsuits taken out against him.
"
46334,"This ""Town Hall"" is a debate between this doofus woman and the President. Why are the other people even there?
"
46372,"@chrislhayes Trump knew he was postive for Covid at the debate, and he tried to infect Biden as well......
"
46394,"@TomCottonAR did the best job he could in that debate against @RickyForSenate so......
"
46480,"RT @inkedtater: Did Devin Thorpe suck a helium balloon before coming on the debate stage? #utpol
"
46629,"RT @adamslily: Remember the first debate where all Trump did was lie and interrupt? 
"
46688,"So @realDonaldTrump has to debate a Democrat state media propagandist and #Biden gets a softball puff piece? 
"
46723,"Damn this townhall is better than the debate lmao
"
46732,"@JordanSchachtel the hostess or moderator is extremely aggressive. It's just a debate with her and she keep interrupting
"
46769,"Savanah Guthrie stfu
"
46793,"At some point we gonna have to confront the possibility that Trump tried to kill Biden by infecting him at the debate.
"
46861,"@FrankLuntz @DeepSouthProud Should of had a real debate, vitriol is BS.
"
46876,"@SavannahGuthrie 
"
46878,"Is this a town hall or a debate?  #TrumpTownHall
"
46889,"This was an interesting point made RE: having students debate (I.e. all lives matter vs Black Lives Matter)
"
46935,"Hey @cspan I send people to you because I thought you were unbiased.  
"
47008,"RT @PhoebeAnn068: Savannah Guthrie is grilling the President about his Covid testing the day of the debate. Really? No one gives a shit!
"
47082,"RT @Grazie95486257: Is this a town hall or is it a debate between Guthrie and Trump?
"
47101,"Mf is screwed! Lol, better off debating a wall.
"
47113,"I got the best friends .... not up for debate.
"
47137,"Dump him
"
47171,"Poor Savanahh Guthrie she's now engaged into a debate with Trump   #TownHalls
"
47185,"RT @Cocofritz: Is this a Town Hall or a debate between @realDonaldTrump and @SavannahGuthrie ? #TrumpTownHall #TownHall
"
47208,"Having a debate... do you brush your teeth
"
47241,"RT @Troy75801: This didn't age well. https://t.co/cDBOsslCvb
"
47284,"RT @PES_PSE: Ready to debate about a strong Recovery Plan against the #COVID__19 crisis. #EUCO #MFF https://t.co/ExsihA7xqp
"
47309,"Is Samantha Guthrie going to let President @realDonaldTrump answer the question?
"
47373,"@o_rips Biden just now affirmed he would mandate a COVID vaccine, in his town hall debate.
"
47392,"This is you. https://t.co/1Y9CreqPhH
"
47411,"My local abc station is showing the news and not the debate. I want a refund!
"
47429,"RT @SisterNightSays: Never forget how woefully shortsighted these podbros are and how Kamala Harris has been 10 steps ahead THE ENTIRE TIME.
"
47454,"@Steigerworld How about the bipartisan debate commission.  Fire them all.
"
47467,"@SavannahGuthrie is doing great!
"
47473,"Trump is unfit.
"
47477,"Why @NBCNews? Why? #mtp #mtpdaily
"
47487,"Because a lie is involved.
"
47493,"@LisaForMaine Bring it up in the debate!!!
"
47504,"what a motherf*cker...her should be in jail....who is asking the questions? the audience or moderator?
"
47527,"Trump got fucking baited into this debate
"
47592,"RT @RealBrendaH: Savannah Guthrie is being absolutely ridiculous! Trump is not there to debate her.
"
47662,"I didn't realize the debate wasn't cancelled, maybe this chick should have run in the primaries #trumptownhall
"
47704,"RT @garnet495: Savanah Guthrie stfu
"
47742,"RT @LawrenceBJones3: Now we know why the debate was REALLY canceled. #stevescully
"
47806,"RT @JimmyVanBramer: They did it for money. What a disgrace @NBCNews. https://t.co/ThSLzPe7Tw
"
47848,"Is this a debate or town hall #WTF #TrumpTownHall
"
47859,"anyone actually believe this crap?
"
47955,"Ms Interuptus is @SavannahGuthrie - gross
"
47962,"Hope the aholes at @NBCNews are happy. Morons.
"
48159,"I really hate this liar.
"
48277,"The best memory. @realDonaldTrump @GOP @GOPChairwoman
"
48310,"The host is SO unprofessional and immature and RUDE!!
"
48321,"@Jimster4801 @Trueberr @2BGMEDIA @LoveyBlue727 @icecube You've said nothing factual to debate. Bye now.
"
48342,"Did you take a test on the day of the debate? @SavannahGuthrie asks @realDonaldTrump https://t.co/bsbQDLTko3
"
48413,"RT @WasFormerGop13: @BidenReps @realDonaldTrump did NOT take a test on the night of the debate.
"
48539,"Mmmm, yes, very safe.
"
48573,"Bull. Shit.
"
48585,"RT @Teri_Kanefield: Scared? https://t.co/X5qTk5oHvq
"
48594,"RT @Cernovich: Ok frank. https://t.co/UYz2xBL9Lt https://t.co/Mbc5QVJlTH
"
48622,"I guess Savannah Guthrie is standing in for Joe Biden in a debate with Donald Trump...
"
48794,"@CalebJHull This sounds like a debate with Guthrie.
"
48804,"@Franksandbean11 @MatthewJshow @JoeBiden Then why didn't he on the debate stage?? If he totally condemns it, it should of been easy.
"
48833,"@JordanSchachtel Not good, he just implied he may have tested positive for Coronavirus the day of the last debate.
"
48879,"I thought they canceled the debate tonight.  Looks like @realDonaldTrump is having to debate asshole @SavannahGuthrie #Debates2020
"
48957,"I would need drugs
"
48973,"RT @TPM: Christie Regrets Forgoing Mask-Wearing At WH Event After COVID-19 Hospitalization https://t.co/axCMXrxuOr https://t.co/H2t5JLXQ83
"
49022,"This debate...I mean town hall, is bullshit.
"
49077,"RT @Teri_Kanefield: Scared?
"
49098,"What?
"
49100,"Why is Savannah treating this like a debate??? Mercy.
"
49113,"Savannah Guthrie is more effective in this town hall than any moderator in any debate. We stan.
"
49132,"RT @JimmyVanBramer: They did it for money. What a disgrace @NBCNews.
"
49177,"@ProjectLincoln Abc online .  the local salt lake city abc affiliate elected to air a utah congressional debate.
"
49197,"Preposterous answer. Insulting to all.
"
49204,"Look at his face, he is lying
"
49212,".@SavannahGuthrie also wrong about him denouncing white supremacy. 
"
49240,"RT @TODAYshow: Did you take a test on the day of the debate? @SavannahGuthrie asks @realDonaldTrump https://t.co/bsbQDLTko3
"
49300,"Savanna Guthrie = is WITCH
"
49360,"#TrumpTownHall Savannah Guthrie is too damn dumb to try to debate @POTUS
"
49452,"Wait.  Who knew this was going to be a debate between @realDonaldTrump and Savannah Guthrie. #trumptownhall
"
49537,"How's that working for you @NBCNews?
"
49569,"RT @AsapBasile98: @BidenReps How the hell do u not answer a simple yes or no question- the debate was literally 2 weeks ago . SENILE ?
"
49721,"RT @yamini_sahuMP: #ZakirNaik_VS_SaintRampalJi 
"
49766,"@GKeile It was falsely advertised as a Townhall it is a debate between President Donald Trump and Is @SavannahGuthrie
"
49885,"I wish I could watch #AbcTownHall tonight, but ABC4 in Utah is playing a local debate instead. What in the hell
"
49909,"Trump got honey potted into a debate with the moderator lmao
"
49975,"RT @mschlapp: They'd suggest Lt Col Vindman https://t.co/QSQP2xtS7H
"
50001,"RT @hummingbirdinmn: Is this a fn debate between lib hag Savannah Guthrie &amp; Trump or a townhall?! Wtf. #TrumpTownHall
"
50042,"Joe Biden's town hall on ABC could have been the second debate if the other guy wasn't such a spoiled coward.
"
50124,"WATCH: NY-19 Debate is live right now. https://t.co/j4V7dE6LgU
"
50238,"@TVietor08 Im not watching this shit but I wish she was the moderator for the debate.
"
50280,"RT @KateBennett_DC: glad he cleared this up https://t.co/jkNOccfa1i
"
50292,"I might be watching the Maine Senate debate from class this evening, I might not be, who knows
"
50312,"Wait 2 Town Halls but no debate? They just couldn't reschedule?
"
50337,"Damn this is a good debate
"
50394,"FUCK OFF
"
50426,"RT @Empath_g_app: Just a reminder to Republicons that we are not having a debate tonight because tRump is a BITCH.
"
50449,"RT @lukedepulford: Truly powerful https://t.co/SbrnwgGbWC https://t.co/qf3zXEvKnR
"
50461,"So @abc4utah is showing a congressional district debate here in UT. Is there something streaming where I can watch Joe Biden's town hall?
"
50488,"RT @CatholicLisa: Wait.  Who knew this was going to be a debate between @realDonaldTrump and Savannah Guthrie. #trumptownhall
"
50536,"Savannah get off this, get on with the debate #TrumpTownHall
"
50548,"They absolutely baited him into this its a debate LMAO
"
50558,"Yup! Exactly what he and we are dealing with right now!
"
50571,"I thought this was a townhall, not a debate with Savannah Guthrie.
"
50694,"RT @titowrestling: I guess Savannah Guthrie is standing in for Joe Biden in a debate with Donald Trump...
"
50715,"real Dick Dastardly hours to try to give Biden covid and end up in the hospital with plummeting oxygen levels
"
50735,"@weijia Raise your hand if you think Trump didn't get a COVID test on the day of the first debate. https://t.co/ubDzXiRymJ
"
50785,"Your president @SenatorTimScott! How proud you must be!
"
50867,"Hack
"
50868,"@o_rips Biden just now, in his town hall debate, affirmed he would mandate a COVID vaccine.
"
50888,"RT @rising_serpent: The debate commission is to the Democrat party what the World Health Organization is to China.
"
50932,"RT @BGHeaven: He tested positive the day of the debate or he would just answer the question.
"
50952,"@SavannahGuthrie you are very rude, interrupting our President all the time during the debate! no one likes you. LET HIM SPEAK
"
50977,"Had to choose between the Biden town hall and the Maine Senate debate. Went local.
"
51007,"Trump is a tier 100 debate lord  #TownHalls
"
51047,"Biden does so well in the town hall format. I can see why Trump didn't want to do this type of debate. #BidenTownHall
"
51102,"Not good enough. No more debates without a definite answer backed up by evidence.
"
51134,"NOT SMART TRUMP !
"
51150,"RT @garrirr: I thought this was a townhall, not a debate with Savannah Guthrie.
"
51263,"But ... she's in favor of killing the legislative filibuster.
"
51287,"this debate will start 3 whole fights in the hood. https://t.co/Z6MzRwPPlP
"
51301,"This #NBCTrumptownhall has an interesting format. Debate with the moderator....
"
51314,"I thought tonight's format was a Townhall, not a debate with Savannah Guthrie.
"
51375,"@realDonaldTrump is a punk ass bitch for not doing a second debate against @JoeBiden
"
51435,"Great
"
51436,"DATE 10/15/2020
"
51438,"Watching the #TownHall is actually extremely entertaining. The President is still in debate mode.
"
51455,"trump just said he does not remember if he got a covid test before the debate.
"
51488,"Watch Live: Trump &amp; Biden Hold Dueling Townhalls In Lieu Of 2nd Debate https://t.co/dxKWqYBxeY
"
51507,"trump doesn't know shit.
"
51537,"@RadioFreeTom We are seeing why Trump was absolutely terrified of doing a debate with voters and Biden.
"
51556,"I don't know who this lady is but she should've been debate moderator
"
51619,"Is this a debate with Samantha Guthrie?  What the fuck is going on here?
"
51635,"There is no point in asking this poor excuse for a man actual questions.
"
51679,"What a worthless forum already.
"
51685,"Great debate between Trump and Savannah Guthrie!
"
51722,"Trump's just an asshole.
"
51728,"RT @ManojDamahant: #ZakirNaik_VS_SaintRampalJi
"
51734,"So truthful. /s
"
51884,"@NBCNews Ffs.  You people make me SICK.  
"
52001,"RT @JZukawski: This #TrumpTownHall has turned into a debate.
"
52046,"This Trump/Guthrie debate is going well. https://t.co/AdKrVqgiKC
"
52056,"Prez got grey hair now?
"
52062,"RT @Krisster81: Another liberal fillibuster to the WE comity. A debate about what an amendment to what an amendment is
"
52097,"RT @desimojito: Arnab gets more panelists in his debate than NDTV has total number of viewers. No point of Boycotting NDTV
"
52196,"not to take anything away from @JoeBiden, but #trump is losing the downhill debate where he's the only candidate...
"
52241,"Samantha Guthrie is acting as the debate opponent against President Trump and the new line is going to be ""Trump does not denounce QAnon.""
"
52384,"RT @TheWarMonitor: He didn't, or did and knew he was positive hoping to infect Biden.
"
52473,"#TrumpTownHall Savannah Guthrie is too dumb to debate Trump.
"
52484,"If she thinks rehashing the debate is at ALL the worst things you can throw at Trump, she has no business doing this.
"
52571,"Why exactly couldn't there be a debate if they can both do Town Halls then there shouldn't be a problem debating
"
52594,"RT @AmateurMmo: This didn't age well. https://t.co/X5d1TxCPUn
"
52607,"My nervous system can actually handle this debate because no one is screaming at each other. Is this ... better?
"
52668,"If you put on both town halls at the same time, it sounds like the first debate.
"
52687,"@BillyRichToo @realDonaldTrump Yes he did MULTIPLE TIMES!  He said it at the Democrats debate!
"
52731,"Live town hall: Trump, Biden kick off dueling events talking about COVID https://t.co/1Y7gqsTN4F via @USATODAY
"
